"","R_region","R_age","R_edu","R_income","R_health","R_height","R_happy","A_height","A_edu","A_income"
"625","Coastal South",33,"Junior high school",800,"Good",156,"Somewhat happy",173,"Senior high school",600
"626","Coastal South",29,"Senior high school",500,"Fair",160,"Not too happy",176,"Junior high school",500
"627","Coastal South",29,"Elementary school",300,"Fair",150,"Very happy",170,"Junior high school",1000
"628","Coastal South",29,"Junior high school",300,"Fair",159,"Very happy",172,"Junior high school",900
"629","Coastal South",34,"Elementary school",500,"Excellent",172,"Somewhat happy",184,"Elementary school",500
"630","Coastal South",43,"Elementary school",1000,"Good",160,"Very happy",165,"Elementary school",800
"631","Coastal South",40,"Elementary school",400,"Good",163,"Somewhat happy",165,"Junior high school",400
"632","Coastal South",51,"Senior high school",300,"Good",163,"Somewhat happy",175,"University",2000
"633","Coastal South",26,"Junior high school",600,"Good",159,"Somewhat happy",175,"Junior high school",1000
"634","Coastal South",40,"Elementary school",0,"Fair",160,"Somewhat happy",176,"Elementary school",800
"635","Coastal South",33,"Senior high school",2000,"Fair",159,"Somewhat happy",170,"Junior high school",2000
"636","Coastal South",37,"Senior high school",1000,"Fair",158,"Somewhat happy",170,"Junior college",3000
"637","Coastal South",31,"Senior high school",1000,"Fair",163,"Somewhat happy",173,"Senior high school",2000
"638","Coastal South",43,"Senior high school",600,"Fair",156,"Somewhat happy",182,"Junior college",2000
"639","Coastal South",47,"Elementary school",300,"Fair",158,"Not too happy",172,"Junior high school",300
"640","Coastal South",60,"University",1000,"Good",154,"Somewhat happy",161,"Senior high school",1000
"641","Coastal South",31,"Senior high school",2000,"Fair",150,"Very happy",168,"Senior high school",800
"642","Coastal South",28,"Junior high school",700,"Good",161,"Somewhat happy",162,"Junior high school",1000
"643","Coastal South",31,"University",1000,"Fair",160,"Somewhat happy",163,"Junior college",1000
"644","Coastal South",25,"University",1000,"Good",156,"Somewhat happy",168,"University",3000
"645","Coastal South",56,"University",2000,"Not good",150,"Somewhat happy",168,"University",2000
"646","Coastal South",42,"Elementary school",7000,"Good",150,"Somewhat happy",170,"Senior high school",300
"647","Coastal South",26,"Junior college",1000,"Good",164,"Not too happy",176,"Junior college",1000
"648","Coastal South",34,"Junior high school",4000,"Good",161,"Very happy",173,"Junior high school",2000
"649","Coastal South",33,"Senior high school",800,"Good",157,"Somewhat happy",173,"Junior college",1000
"650","Coastal South",25,"Junior high school",400,"Excellent",160,"Not too happy",168,"Junior college",600
"651","Coastal South",37,"Junior high school",1000,"Fair",160,"Somewhat happy",167,"Junior high school",2000
"652","Coastal South",43,"Junior high school",200,"Not good",158,"Somewhat happy",167,"Senior high school",700
"653","Coastal South",31,"Junior high school",1000,"Fair",162,"Somewhat happy",167,"Junior high school",2000
"654","Coastal South",25,"Junior high school",2000,"Fair",158,"Somewhat happy",168,"Junior high school",2000
"655","Coastal South",47,"Elementary school",300,"Fair",155,"Very happy",167,"Junior high school",1000
"656","Coastal South",30,"University",2000,"Excellent",160,"Very happy",171,"University",2000
"657","Coastal South",36,"Elementary school",400,"Excellent",160,"Very happy",170,"Elementary school",1000
"658","Coastal South",55,"Junior high school",500,"Fair",158,"Somewhat happy",165,"Senior high school",800
"659","Coastal South",40,"Junior high school",800,"Fair",156,"Somewhat happy",173,"Senior high school",2000
"660","Coastal South",45,"Senior high school",0,"Not good",164,"Somewhat happy",172,"Junior high school",1000
"661","Coastal South",36,"Junior high school",500,"Fair",156,"Somewhat happy",170,"Senior high school",700
"662","Coastal South",29,"Elementary school",40,"Fair",163,"Somewhat happy",174,"Junior high school",40
"663","Coastal South",45,"Senior high school",400,"Fair",155,"Somewhat happy",172,"Elementary school",600
"664","Coastal South",38,"Senior high school",1000,"Good",156,"Somewhat happy",170,"Senior high school",2000
"665","Coastal South",38,"Junior high school",0,"Fair",154,"Somewhat happy",175,"Senior high school",800
"666","Coastal South",21,"Junior high school",500,"Fair",154,"Somewhat happy",172,"Junior high school",600
"667","Coastal South",36,"Senior high school",500,"Good",162,"Somewhat happy",175,"Senior high school",700
"668","Coastal South",34,"Junior high school",500,"Excellent",155,"Very happy",167,"Junior high school",1000
"669","Coastal South",27,"Junior college",1000,"Good",163,"Somewhat happy",173,"University",2000
"670","Coastal South",28,"Elementary school",0,"Good",160,"Somewhat happy",170,"Junior high school",1000
"671","Coastal South",42,"Junior college",1000,"Good",172,"Somewhat happy",172,"Junior college",1000
"672","Coastal South",22,"Senior high school",2000,"Fair",165,"Somewhat happy",172,"Junior high school",10000
"673","Coastal South",39,"Junior high school",0,"Fair",163,"Very happy",165,"Junior college",2000
"674","Coastal South",47,"Junior high school",100,"Fair",168,"Very happy",169,"Senior high school",1000
"675","Coastal South",31,"Junior high school",500,"Not good",157,"Somewhat happy",165,"Senior high school",1000
"676","Coastal South",35,"Junior high school",300,"Fair",160,"Somewhat happy",170,"Junior high school",400
"677","Coastal South",26,"Elementary school",0,"Fair",158,"Somewhat happy",170,"Junior high school",1000
"678","Coastal South",24,"Junior high school",0,"Excellent",152,"Very happy",169,"Senior high school",1000
"679","Coastal South",26,"Senior high school",1000,"Good",162,"Very happy",172,"University",1000
"680","Coastal South",28,"Senior high school",0,"Fair",155,"Somewhat happy",167,"Junior high school",2000
"681","Coastal South",23,"Junior college",1000,"Good",163,"Somewhat happy",176,"University",1000
"682","Coastal South",36,"Junior high school",0,"Fair",158,"Somewhat happy",175,"Senior high school",500
"683","Coastal South",36,"Junior high school",0,"Good",163,"Somewhat happy",178,"Senior high school",2000
"684","Coastal South",31,"Junior high school",2000,"Good",161,"Somewhat happy",178,"Junior high school",3000
"685","Coastal South",32,"Junior college",1000,"Fair",152,"Somewhat happy",170,"Junior college",1000
"686","Coastal South",36,"Senior high school",1000,"Good",157,"Somewhat happy",175,"University",1000
"687","Coastal South",38,"Junior high school",0,"Fair",160,"Somewhat happy",175,"Junior high school",2000
"688","Coastal South",26,"Senior high school",1000,"Fair",159,"Somewhat happy",169,"Senior high school",4000
"689","Coastal South",42,"Senior high school",0,"Good",157,"Very happy",170,"Junior high school",1000
"690","Coastal South",47,"Senior high school",500,"Excellent",158,"Very happy",172,"Senior high school",900
"691","Coastal South",39,"Senior high school",800,"Fair",160,"Somewhat happy",173,"Junior college",1000
"692","Coastal South",31,"Senior high school",800,"Fair",160,"Somewhat happy",170,"Senior high school",1000
"693","Coastal South",50,"Junior college",1000,"Good",156,"Somewhat happy",170,"Senior high school",800
"694","Coastal South",31,"Junior high school",800,"Fair",164,"Somewhat happy",172,"Junior college",1000
"695","Coastal South",30,"Elementary school",2000,"Good",157,"Somewhat happy",170,"Junior high school",2000
"696","Coastal South",34,"Senior high school",2000,"Good",166,"Somewhat happy",178,"Junior high school",2000
"697","Coastal South",32,"Junior high school",0,"Good",159,"Somewhat happy",173,"Junior high school",1000
"698","Coastal South",41,"Senior high school",1000,"Fair",159,"Very happy",174,"Junior college",1000
"699","Coastal South",28,"Junior high school",400,"Good",155,"Very happy",160,"Senior high school",400
"700","Coastal South",40,"University",600,"Excellent",172,"Very happy",180,"University",8000
"701","Coastal South",40,"Junior high school",0,"Good",164,"Somewhat happy",173,"Elementary school",1000
"702","Coastal South",49,"Junior college",3000,"Excellent",158,"Somewhat happy",170,"Junior high school",600
"703","Coastal South",33,"Junior college",800,"Good",153,"Very happy",168,"Junior college",2000
"704","Coastal South",39,"Elementary school",6000,"Good",158,"Somewhat happy",175,"Elementary school",6000
"705","Coastal South",29,"Elementary school",0,"Good",156,"Somewhat happy",166,"Junior high school",900
"706","Coastal South",41,"Senior high school",400,"Fair",165,"Somewhat happy",173,"Elementary school",500
"707","Coastal South",29,"Junior high school",500,"Not good",160,"Somewhat happy",170,"Senior high school",1000
"708","Coastal South",57,"Elementary school",0,"Fair",162,"Very happy",170,"Junior high school",800
"709","Coastal South",37,"Junior high school",500,"Fair",170,"Not too happy",183,"Junior college",1000
"710","Coastal South",39,"Junior high school",50,"Fair",161,"Not too happy",173,"Elementary school",500
"711","Coastal South",45,"Senior high school",600,"Fair",150,"Very happy",175,"Senior high school",1000
"712","Coastal South",51,"Senior high school",600,"Good",166,"Somewhat happy",173,"Senior high school",800
"713","Coastal South",30,"University",1000,"Not good",167,"Somewhat happy",173,"University",800
"714","Coastal South",27,"Senior high school",500,"Fair",150,"Somewhat happy",160,"Junior high school",800
"715","Coastal South",58,"Junior high school",400,"Good",158,"Very happy",173,"Senior high school",800
"716","Coastal South",41,"Senior high school",1000,"Fair",162,"Somewhat happy",176,"Senior high school",1000
"717","Coastal South",26,"Junior high school",300,"Good",156,"Somewhat happy",162,"Junior college",300
"718","Coastal South",30,"Senior high school",400,"Not good",160,"Very happy",170,"Senior high school",500
"719","Coastal South",55,"Senior high school",1000,"Good",162,"Somewhat happy",165,"Junior college",1000
"720","Coastal South",50,"Junior high school",400,"Good",160,"Somewhat happy",163,"Senior high school",1000
"721","Coastal South",29,"Junior college",800,"Good",160,"Somewhat happy",175,"University",1000
"722","Coastal South",35,"Senior high school",400,"Not good",161,"Not too happy",168,"Senior high school",1000
"723","Coastal South",30,"Junior high school",4000,"Excellent",159,"Very happy",169,"University",300
"724","Coastal South",29,"Junior high school",0,"Excellent",155,"Somewhat happy",170,"Junior high school",2000
"725","Coastal South",30,"Junior college",1000,"Good",154,"Somewhat happy",168,"University",1000
"726","Coastal South",52,"Junior high school",300,"Fair",155,"Somewhat happy",170,"Junior college",400
"727","Coastal South",44,"Senior high school",300,"Fair",159,"Somewhat happy",175,"Senior high school",1000
"728","Coastal South",27,"Senior high school",700,"Not good",158,"Not too happy",171,"Senior high school",1000
"729","Coastal South",63,"Senior high school",1000,"Fair",152,"Somewhat happy",170,"University",1000
"730","Coastal South",48,"Elementary school",2000,"Excellent",158,"Somewhat happy",178,"Junior high school",1000
"731","Coastal South",39,"Never attended school",500,"Fair",158,"Somewhat happy",165,"Never attended school",600
"732","Coastal South",33,"Senior high school",400,"Fair",164,"Somewhat happy",171,"Junior high school",500
"733","Coastal South",30,"Elementary school",800,"Good",159,"Somewhat happy",175,"Elementary school",800
"734","Coastal South",25,"Elementary school",1000,"Excellent",158,"Very happy",169,"Elementary school",1000
"735","Coastal South",34,"Elementary school",1000,"Excellent",160,"Very happy",170,"Junior high school",1000
"736","Coastal South",25,"Elementary school",400,"Good",165,"Somewhat happy",180,"Senior high school",400
"737","Coastal South",26,"Elementary school",2000,"Good",156,"Somewhat happy",172,"Junior high school",2000
"738","Coastal South",23,"Senior high school",600,"Good",157,"Somewhat happy",173,"Senior high school",800
"739","Coastal South",32,"Elementary school",0,"Excellent",160,"Very happy",170,"Elementary school",1000
"740","Coastal South",37,"Elementary school",400,"Fair",156,"Not too happy",180,"Elementary school",400
"741","Coastal South",31,"Elementary school",600,"Excellent",158,"Somewhat happy",165,"Elementary school",600
"742","Coastal South",35,"Elementary school",900,"Excellent",154,"Somewhat happy",168,"Junior high school",900
"743","Coastal South",27,"Junior high school",0,"Good",156,"Somewhat happy",173,"Junior high school",1000
"744","Coastal South",26,"Junior high school",0,"Good",157,"Somewhat happy",168,"Junior high school",0
"745","Coastal South",29,"Junior high school",700,"Fair",159,"Not too happy",170,"Junior high school",600
"746","Coastal South",42,"Junior high school",0,"Fair",162,"Somewhat happy",169,"Junior high school",2000
"747","Coastal South",37,"Elementary school",400,"Good",162,"Somewhat happy",168,"Junior high school",400
"748","Coastal South",28,"Elementary school",0,"Good",160,"Very happy",173,"Elementary school",2000
"749","Coastal South",30,"Elementary school",200,"Good",160,"Very happy",172,"Elementary school",1000
"750","Coastal South",32,"Elementary school",400,"Good",156,"Somewhat happy",170,"Elementary school",400
"751","Coastal South",30,"Junior high school",400,"Good",150,"Somewhat happy",172,"Elementary school",700
"752","Coastal South",36,"Senior high school",1000,"Good",154,"Very happy",176,"Junior high school",1000
"753","Coastal South",34,"Junior high school",400,"Good",156,"Somewhat happy",167,"Senior high school",500
"754","Coastal South",26,"Junior high school",400,"Good",158,"Somewhat happy",170,"Senior high school",2000
"755","North",23,"Junior high school",400,"Fair",160,"Not too happy",173,"Senior high school",600
"756","North",51,"Elementary school",90,"Good",165,"Very happy",190,"Elementary school",90
"757","North",40,"Senior high school",3000,"Excellent",163,"Not too happy",180,"Junior high school",400
"758","North",29,"Senior high school",600,"Fair",166,"Somewhat happy",174,"Senior high school",1000
"759","North",43,"Elementary school",400,"Not good",150,"Somewhat happy",170,"Junior high school",400
"760","North",36,"Senior high school",400,"Good",154,"Somewhat happy",173,"Senior high school",400
"761","North",38,"Senior high school",800,"Good",161,"Somewhat happy",170,"Junior high school",800
"762","North",30,"Junior high school",400,"Not good",168,"Somewhat happy",178,"Junior high school",400
"763","North",36,"Junior high school",200,"Not good",160,"Somewhat happy",176,"Junior high school",200
"764","North",47,"Junior high school",200,"Fair",165,"Very happy",165,"Elementary school",600
"765","North",37,"Junior high school",0,"Excellent",160,"Not too happy",170,"Junior high school",300
"766","North",39,"Senior high school",1000,"Fair",165,"Somewhat happy",174,"Senior high school",1000
"767","North",45,"Junior high school",600,"Good",157,"Somewhat happy",175,"Elementary school",500
"768","North",48,"Elementary school",0,"Not good",155,"Somewhat happy",170,"Elementary school",1000
"769","North",45,"Junior high school",0,"Fair",154,"Not too happy",172,"Elementary school",900
"770","North",33,"Junior college",600,"Fair",158,"Not too happy",170,"Junior college",1000
"771","North",44,"Junior high school",300,"Good",156,"Very happy",175,"Elementary school",400
"772","North",46,"Elementary school",300,"Fair",164,"Somewhat happy",179,"Junior high school",200
"773","North",35,"Junior high school",600,"Good",164,"Somewhat happy",170,"Junior high school",0
"774","North",28,"Senior high school",300,"Excellent",150,"Very happy",178,"Senior high school",2000
"775","North",46,"Junior high school",500,"Fair",166,"Somewhat happy",176,"Junior high school",600
"776","North",37,"Senior high school",1000,"Good",156,"Very happy",170,"Senior high school",1000
"777","North",37,"Junior high school",500,"Good",164,"Somewhat happy",180,"Senior high school",800
"778","North",35,"Junior high school",400,"Good",159,"Somewhat happy",168,"Junior high school",500
"779","North",38,"Junior high school",300,"Fair",163,"Not too happy",163,"Junior college",1000
"780","North",38,"Junior high school",200,"Good",155,"Not too happy",175,"Junior high school",500
"781","North",36,"Senior high school",500,"Excellent",163,"Somewhat happy",176,"Junior high school",1000
"782","North",28,"Elementary school",400,"Good",145,"Somewhat happy",170,"Elementary school",400
"783","North",33,"Senior high school",600,"Good",156,"Somewhat happy",178,"Junior high school",2000
"784","North",57,"Elementary school",200,"Not good",155,"Not too happy",170,"Elementary school",200
"785","North",40,"Junior high school",600,"Excellent",155,"Somewhat happy",170,"Junior high school",600
"786","North",47,"Never attended school",0,"Good",155,"Somewhat happy",170,"Elementary school",200
"787","North",30,"Junior high school",800,"Excellent",168,"Somewhat happy",168,"Junior high school",800
"788","North",28,"Elementary school",300,"Excellent",158,"Very happy",170,"Junior high school",300
"789","North",35,"Elementary school",400,"Excellent",155,"Very happy",170,"Senior high school",400
"790","North",47,"Elementary school",300,"Excellent",164,"Very happy",175,"Elementary school",300
"791","North",27,"Elementary school",500,"Excellent",155,"Somewhat happy",171,"Junior high school",1000
"792","North",34,"Elementary school",400,"Excellent",159,"Somewhat happy",175,"Junior high school",400
"793","North",37,"Elementary school",200,"Fair",153,"Somewhat happy",174,"Junior high school",200
"794","North",44,"Elementary school",300,"Excellent",159,"Somewhat happy",160,"Elementary school",700
"795","North",48,"Elementary school",500,"Good",160,"Somewhat happy",175,"Elementary school",500
"796","North",48,"Elementary school",200,"Fair",155,"Somewhat happy",180,"Elementary school",200
"797","North",27,"Junior high school",600,"Excellent",158,"Somewhat happy",168,"Junior high school",2000
"798","North",39,"Never attended school",300,"Not good",162,"Somewhat happy",160,"Never attended school",300
"799","North",53,"Junior high school",200,"Good",158,"Somewhat happy",162,"Never attended school",200
"800","North",37,"Junior high school",400,"Excellent",158,"Somewhat happy",180,"Junior high school",400
"801","North",31,"Junior high school",400,"Excellent",164,"Very happy",173,"Elementary school",2000
"802","North",25,"Junior high school",500,"Excellent",170,"Very happy",178,"Junior high school",1000
"803","North",44,"Never attended school",300,"Excellent",160,"Very happy",170,"Senior high school",800
"804","North",43,"Senior high school",300,"Excellent",164,"Very happy",168,"Junior high school",300
"805","North",34,"Elementary school",700,"Excellent",155,"Somewhat happy",175,"Elementary school",900
"806","North",43,"Never attended school",200,"Excellent",167,"Somewhat happy",172,"Junior high school",2000
"807","North",27,"Junior high school",300,"Excellent",163,"Very happy",173,"Junior high school",1000
"808","North",32,"Junior high school",600,"Good",159,"Very happy",174,"Junior high school",2000
"809","North",37,"Elementary school",400,"Excellent",165,"Very happy",168,"Elementary school",1000
"810","Inlands",36,"Junior high school",200,"Fair",155,"Somewhat happy",174,"Elementary school",200
"811","Inlands",35,"Elementary school",500,"Fair",163,"Somewhat happy",175,"Junior high school",500
"812","Inlands",27,"Junior high school",200,"Good",160,"Somewhat happy",172,"Junior high school",200
"813","Inlands",34,"Junior high school",400,"Good",160,"Somewhat happy",167,"Junior high school",400
"814","Inlands",42,"Never attended school",200,"Not good",155,"Not too happy",165,"Senior high school",200
"815","Inlands",37,"Elementary school",600,"Excellent",155,"Very happy",172,"Elementary school",600
"816","Inlands",33,"Elementary school",0,"Fair",158,"Somewhat happy",175,"Junior high school",1000
"817","Inlands",34,"Elementary school",300,"Excellent",162,"Not too happy",170,"Junior high school",300
"818","Inlands",35,"Elementary school",300,"Excellent",158,"Very happy",170,"Elementary school",600
"819","Inlands",31,"Elementary school",300,"Fair",160,"Not too happy",170,"Elementary school",300
"820","Inlands",35,"Junior high school",200,"Excellent",159,"Very happy",178,"Junior high school",600
"821","Inlands",45,"Never attended school",2000,"Fair",165,"Somewhat happy",177,"Junior high school",2000
"822","Inlands",28,"Junior high school",500,"Excellent",155,"Somewhat happy",158,"Elementary school",500
"823","Inlands",43,"Never attended school",500,"Good",152,"Somewhat happy",170,"Never attended school",500
"824","Inlands",47,"Never attended school",400,"Good",156,"Somewhat happy",178,"Elementary school",400
"825","Inlands",50,"Elementary school",300,"Excellent",156,"Somewhat happy",172,"Junior high school",300
"826","Inlands",37,"Junior high school",600,"Excellent",168,"Very happy",170,"Senior high school",600
"827","Inlands",43,"Elementary school",600,"Good",157,"Somewhat happy",176,"Junior high school",600
"828","Inlands",57,"Never attended school",300,"Excellent",158,"Very happy",168,"Never attended school",100
"829","Inlands",37,"Elementary school",500,"Excellent",168,"Very happy",172,"Elementary school",500
"830","Inlands",31,"Elementary school",400,"Excellent",158,"Very happy",182,"Elementary school",400
"831","Inlands",35,"Junior high school",400,"Excellent",165,"Very happy",172,"Junior high school",700
"832","Inlands",33,"Junior high school",400,"Excellent",167,"Somewhat happy",180,"Junior high school",400
"833","Inlands",32,"Junior high school",200,"Fair",158,"Somewhat happy",172,"Junior high school",600
"834","Inlands",24,"Elementary school",200,"Excellent",167,"Very happy",180,"Junior high school",200
"835","Inlands",33,"Junior high school",500,"Excellent",165,"Very happy",175,"Junior high school",500
"836","Inlands",38,"Elementary school",200,"Good",150,"Somewhat happy",160,"Junior high school",700
"837","Inlands",35,"Junior high school",800,"Excellent",163,"Somewhat happy",173,"Junior high school",800
"838","Inlands",34,"Junior high school",600,"Excellent",162,"Somewhat happy",178,"Elementary school",600
"839","Inlands",30,"Elementary school",200,"Not good",165,"Somewhat happy",176,"Elementary school",900
"840","Inlands",49,"Never attended school",200,"Good",160,"Somewhat happy",163,"Senior high school",200
"841","Central West",25,"Junior high school",400,"Excellent",160,"Somewhat happy",180,"Senior high school",400
"842","Central West",37,"Junior high school",40,"Good",165,"Somewhat happy",172,"Junior high school",40
"843","Central West",32,"Junior high school",100,"Good",158,"Somewhat happy",165,"Junior high school",800
"844","Central West",44,"Junior high school",2000,"Not good",162,"Not too happy",170,"Senior high school",500
"845","Central West",30,"Junior high school",400,"Good",160,"Somewhat happy",172,"Junior high school",400
"846","Central West",48,"Never attended school",300,"Fair",158,"Somewhat happy",170,"Elementary school",300
"847","Central West",36,"Junior high school",500,"Good",157,"Somewhat happy",176,"Senior high school",500
"848","Central West",28,"Elementary school",500,"Good",167,"Somewhat happy",172,"Elementary school",500
"849","Central West",24,"Junior high school",200,"Good",165,"Somewhat happy",185,"Senior high school",200
"850","Central West",37,"Junior high school",400,"Good",160,"Somewhat happy",172,"Elementary school",400
"851","Central West",31,"Junior high school",200,"Good",155,"Somewhat happy",175,"Junior high school",200
"852","Central West",36,"Junior high school",300,"Excellent",160,"Somewhat happy",175,"Elementary school",300
"853","Central West",37,"Junior high school",400,"Excellent",169,"Somewhat happy",175,"Junior high school",400
"854","Central West",52,"Elementary school",60,"Fair",159,"Somewhat happy",180,"Junior high school",60
"855","Central West",30,"Senior high school",200,"Excellent",162,"Somewhat happy",170,"Junior high school",1000
"856","Central West",38,"Junior high school",300,"Fair",160,"Somewhat happy",180,"Senior high school",300
"857","Central West",26,"Junior high school",200,"Excellent",158,"Not too happy",175,"Junior high school",1000
"858","Central West",36,"Junior high school",400,"Fair",163,"Very happy",170,"Junior high school",400
"859","Central West",41,"Never attended school",400,"Not good",156,"Not too happy",180,"Junior high school",500
"860","Central West",31,"Junior high school",300,"Good",169,"Not too happy",180,"Junior high school",300
"861","Central West",34,"Elementary school",500,"Not good",160,"Somewhat happy",180,"Junior high school",500
"862","Central West",35,"Junior high school",500,"Good",162,"Somewhat happy",175,"Junior high school",500
"863","Central West",26,"Elementary school",300,"Good",168,"Somewhat happy",170,"Junior high school",300
"864","Central West",28,"Elementary school",300,"Good",170,"Somewhat happy",174,"Junior high school",300
"865","Central West",36,"Junior high school",600,"Good",166,"Somewhat happy",172,"Junior high school",600
"866","Central West",44,"Never attended school",400,"Good",164,"Somewhat happy",172,"Junior high school",400
"867","Central West",44,"Senior high school",0,"Excellent",159,"Very happy",172,"Junior high school",300
"868","Central West",35,"Junior high school",200,"Excellent",157,"Somewhat happy",170,"Junior high school",200
"869","Central West",42,"Junior high school",300,"Excellent",168,"Very happy",171,"Senior high school",300
"870","Central West",41,"Never attended school",500,"Excellent",164,"Very happy",166,"Senior high school",500
"871","Central West",42,"Never attended school",300,"Fair",165,"Somewhat happy",168,"Elementary school",300
"872","Northeast",56,"Senior high school",300,"Poor",163,"Somewhat happy",169,"Senior high school",0
"873","Northeast",39,"Senior high school",700,"Good",160,"Somewhat happy",168,"University",900
"874","Northeast",44,"Junior high school",0,"Fair",160,"Somewhat happy",172,"Senior high school",2000
"875","Northeast",46,"Junior high school",100,"Fair",160,"Somewhat happy",170,"Junior college",100
"876","Northeast",44,"Junior high school",400,"Fair",157,"Not too happy",175,"Junior high school",500
"877","Northeast",45,"Junior high school",300,"Good",166,"Somewhat happy",180,"Senior high school",800
"878","Northeast",32,"Junior college",600,"Good",156,"Somewhat happy",180,"Senior high school",600
"879","Northeast",37,"Junior high school",0,"Not good",159,"Somewhat happy",172,"Senior high school",600
"880","Northeast",52,"Junior high school",300,"Good",160,"Very happy",162,"Junior college",800
"881","Northeast",44,"Junior high school",200,"Fair",154,"Not too happy",175,"Junior high school",200
"882","Northeast",26,"Junior high school",0,"Excellent",170,"Not too happy",174,"University",600
"883","Northeast",38,"Junior high school",0,"Good",164,"Not too happy",180,"Junior high school",0
"884","Northeast",41,"Junior high school",100,"Excellent",158,"Somewhat happy",170,"Junior high school",500
"885","Northeast",37,"Junior high school",300,"Fair",160,"Somewhat happy",168,"Senior high school",400
"886","Northeast",36,"Junior high school",500,"Good",167,"Somewhat happy",167,"Junior high school",700
"887","Northeast",39,"Junior college",500,"Fair",159,"Very happy",174,"Junior college",600
"888","Northeast",40,"Senior high school",0,"Good",161,"Somewhat happy",176,"Senior high school",3000
"889","Northeast",62,"Senior high school",400,"Good",162,"Somewhat happy",173,"Senior high school",900
"890","Northeast",61,"Never attended school",200,"Good",156,"Somewhat happy",169,"Junior high school",500
"891","Northeast",62,"Never attended school",100,"Good",162,"Very happy",174,"Junior high school",600
"892","Northeast",33,"Junior college",400,"Good",167,"Somewhat happy",172,"Junior college",1000
"893","Northeast",30,"Senior high school",400,"Excellent",160,"Somewhat happy",172,"Junior high school",1000
"894","Northeast",34,"Junior high school",600,"Fair",159,"Not too happy",170,"Senior high school",600
"895","Northeast",37,"Junior high school",500,"Good",158,"Somewhat happy",171,"Junior high school",600
"896","Northeast",38,"Junior high school",90,"Not good",153,"Not too happy",172,"Elementary school",400
"897","Northeast",30,"Junior high school",500,"Good",155,"Somewhat happy",170,"Junior high school",500
"898","Northeast",57,"Junior high school",400,"Not good",154,"Somewhat happy",178,"Junior high school",300
"899","Northeast",37,"Junior high school",0,"Good",162,"Somewhat happy",173,"Senior high school",1000
"900","Northeast",47,"Senior high school",500,"Good",154,"Somewhat happy",175,"Senior high school",500
"901","Northeast",44,"Junior high school",300,"Good",158,"Somewhat happy",173,"Elementary school",400
"902","Northeast",20,"Junior high school",400,"Good",162,"Very happy",176,"Junior high school",400
"903","Northeast",54,"Elementary school",0,"Not good",155,"Somewhat happy",170,"Elementary school",500
"904","Northeast",46,"Junior high school",400,"Excellent",162,"Somewhat happy",178,"Junior high school",500
"905","Northeast",60,"Junior high school",400,"Not good",158,"Very happy",171,"Junior high school",600
"906","Northeast",45,"Junior college",400,"Not good",155,"Somewhat happy",171,"Senior high school",600
"907","Northeast",53,"Junior high school",300,"Good",162,"Somewhat happy",180,"University",20
"908","Northeast",27,"Senior high school",400,"Good",160,"Somewhat happy",175,"Senior high school",800
"909","Northeast",44,"Junior high school",100,"Fair",156,"Somewhat happy",172,"Senior high school",0
"910","Northeast",44,"Senior high school",300,"Fair",159,"Somewhat happy",170,"Senior high school",500
"911","Northeast",35,"Senior high school",200,"Not good",162,"Not too happy",173,"Senior high school",500
"912","Northeast",37,"Junior college",400,"Excellent",160,"Somewhat happy",170,"Junior college",400
"913","Northeast",41,"Junior high school",200,"Good",162,"Somewhat happy",190,"Junior college",1000
"914","Northeast",46,"Junior college",0,"Good",158,"Somewhat happy",172,"Junior high school",400
"915","Northeast",25,"Elementary school",700,"Good",160,"Very happy",170,"Senior high school",1000
"916","Northeast",32,"Senior high school",400,"Fair",159,"Very happy",181,"Senior high school",600
"917","Northeast",52,"Junior high school",100,"Fair",160,"Somewhat happy",161,"Senior high school",400
"918","Northeast",37,"Junior high school",600,"Good",160,"Somewhat happy",175,"Senior high school",400
"919","Northeast",27,"Junior college",2000,"Fair",164,"Somewhat happy",170,"Senior high school",2000
"920","Northeast",41,"Junior high school",500,"Fair",160,"Somewhat happy",164,"Junior high school",300
"921","Northeast",39,"Senior high school",0,"Fair",158,"Somewhat happy",175,"Senior high school",1000
"922","Northeast",43,"Junior college",10000,"Good",163,"Somewhat happy",178,"Junior college",900
"923","Northeast",28,"Junior high school",600,"Good",163,"Somewhat happy",170,"Junior high school",1000
"924","Northeast",40,"Elementary school",400,"Good",158,"Somewhat happy",175,"Junior high school",400
"925","Northeast",37,"Senior high school",400,"Good",159,"Somewhat happy",176,"Junior high school",1000
"926","Northeast",50,"Junior high school",0,"Good",165,"Somewhat happy",170,"University",1000
"927","Northeast",35,"Senior high school",500,"Excellent",160,"Somewhat happy",175,"Senior high school",300
"928","Northeast",56,"Elementary school",300,"Not good",160,"Somewhat happy",163,"Never attended school",400
"929","Northeast",62,"Junior high school",700,"Fair",155,"Somewhat happy",177,"Elementary school",800
"930","Northeast",32,"Junior high school",900,"Fair",168,"Somewhat happy",180,"Senior high school",1000
"931","Northeast",34,"Junior high school",400,"Good",163,"Somewhat happy",172,"Junior high school",700
"932","Northeast",48,"Junior high school",500,"Fair",157,"Somewhat happy",170,"Senior high school",700
"933","Northeast",42,"Senior high school",500,"Good",168,"Somewhat happy",184,"Junior college",1000
"934","Northeast",40,"Senior high school",100,"Fair",162,"Somewhat happy",171,"Senior high school",800
"935","Northeast",56,"Senior high school",700,"Fair",147,"Somewhat happy",167,"Senior high school",800
