Key,Value,,Key,Metric
8641-377e-402a-8b61-49063,0.07,,7a28-8805-47bd-a82f-1d6df,0.13
87f9-aeed-424c-b385-1728f,0.18,,4347-7b9a-4ea8-8dfb-bb941,0.13
8ae5-9ac8-4824-a200-48e0d,0.25,,c4f4-75e1-4094-a705-71280,0.13
8d9f-736e-4c6f-9721-f0bab,0.07,,ae4a-8aca-41c0-b5f2-ba990,0.13
99b4-8dff-486c-a0fb-16a6f,0.2,,2b6d-dd92-481a-a93b-66539,0.13
9a0f-e31a-41f7-8f20-31283,0.05,,0a75-eab3-4fbf-97f9-ecffb,0.13
af61-02d8-4dbf-95b6-8b5e3,0.12,,1c7f-3563-42ec-9a2e-82ddb,0.13
becd-fbbb-435d-8a2b-bd99a,0.09,,a9e2-6802-4503-a6b2-2ba9b,0.13
c21b-3b38-4c09-86d4-ec6bc,0.32,,090e-4787-4146-9de5-609ad,0.13
da18-bc84-428d-8ec4-2d698,0.15,,8d8d-3ba1-490e-a35f-19510,0.13
fbe8-f7c5-4217-aaa0-eb806,0.21,,2f4e-7460-4a37-88e4-fcdc5,0.13
0565-ee63-4283-bd44-86a55,0.17,,6608-f2fe-4849-9fc9-8b711,0.13
057d-7eeb-4105-82ea-1d6c3,0.21,,e99a-bbee-4d27-b320-492d1,0.13
31e1-bbc9-487c-a30c-a9911,0.35,,77c8-6c58-4723-96e7-b24d5,0.13
3e0f-83ff-47dc-a949-54581,0.15,,15da-186a-46bb-8469-a82c3,0.13
7705-dc09-4fc4-9145-492ee,0.22,,70c2-ed82-4c3b-b247-30dcb,0.13
80cd-374e-4520-8914-62065,0.29,,257a-a12a-4a2c-b9fd-d4183,0.13
8f35-105d-4034-a194-246ef,0.04,,6205-99a1-463c-837c-777f5,0.13
928e-758e-4df8-8ae0-3e413,0.4,,2550-a87f-4a47-9a1e-0a657,0.13
9cf2-6d9c-4364-a864-03cd2,0.41,,b821-5c15-4447-ac85-085f7,0.13
a2b4-d2e9-489b-ae42-f136c,0.36,,f144-544f-4c22-a9ff-a6a65,0.13
af31-863a-45de-9340-bb1a0,0.13,,9885-9e50-470e-a06f-8ad00,0.13
bcf3-89a5-4c0c-91cb-5d502,0.16,,dbfb-e1bd-4a04-8cf7-e79a2,0.13
cb34-1816-4145-9a6d-3250e,0.29,,d5c8-36f8-4f30-80a7-d3568,0.13
dc2f-9740-4816-872d-899c7,0.23,,f79c-675c-43d1-b6f4-2a470,0.13
e283-508e-4d43-9bd0-b9897,0.28,,9c5b-7aaa-4a92-bbab-74d70,0.13
fd45-cb08-4de9-87fc-01d88,0.13,,9a0b-0ba3-4f29-96f4-cc818,0.13
4f84-2346-44a3-9e37-f08bf,0.23,,547f-7d00-4bfc-804f-678e0,0.13
5c76-10eb-41ef-8826-b5e72,0.28,,991e-2290-44f2-8acc-a31ab,0.13
5f9b-c848-4e82-9e6f-7c084,0.37,,397b-006f-4b85-8eac-b2c6a,0.13
813b-a4f8-474a-b1f4-15261,0.18,,2f0d-f56f-46ee-a598-2c58b,0.13
9518-570c-4e5c-9a57-4bc6c,0.29,,31d9-d9e8-4f58-b96c-9cdf1,0.13
9daf-78b9-4486-aff3-a6045,0.12,,07ce-0b8e-4e07-a98c-e1b1f,0.13
a24b-a5a7-4674-80bf-224a8,0.22,,02d2-3851-45a4-b8ea-415ce,0.13
a646-3a08-49b9-aa93-1c724,0.14,,f01e-9556-408c-8755-92640,0.13
ba30-cb39-4be9-9af6-a9644,0.26,,7ab0-8f3a-4913-9820-d18e1,0.13
bbba-c087-4c2c-8d7d-5cf71,0.36,,a62a-5778-4c5e-9bc1-2a1b9,0.13
bce3-1763-4cb7-acf1-a20be,0.18,,ae83-58b3-408e-bf39-62aaf,0.13
bd70-c47c-45ed-af0c-6ca86,0.12,,8f87-405f-4f66-8409-73e61,0.13
c2ed-d5e4-4e99-9ac0-87387,0.07,,61c9-8932-46a2-a87e-e00a4,0.13
e260-804b-4611-8456-47030,0.14,,847c-7be6-455b-b509-d95e9,0.13
012e-18f2-493e-9796-deb49,0.18,,4db5-008b-440c-984e-d7727,0.13
0775-d839-4efa-a643-be71e,0.16,,b231-8229-4456-9435-e47be,0.13
21e9-f809-4ef5-b7e3-93756,0.07,,2364-0d35-48ea-a089-da80c,0.13
4bdd-1613-4adf-98e7-d04d3,0.24,,2364-0d35-48ea-a089-da80c,0.13
901a-cd27-4d59-910b-9d41e,0.36,,4de7-5bca-46d1-8cc3-2b4ea,0.13
97cd-4dc3-44c6-b70e-3d208,0.05,,4de7-5bca-46d1-8cc3-2b4ea,0.13
b798-1113-4190-ab34-cb70c,0.34,,f789-b72a-4207-b434-8f88b,0.13
cd25-0f07-44ab-b8b1-58e99,0.15,,0d17-ec60-4bc2-9165-6ffc7,0.13
deb7-6211-49a7-9d99-29d0d,0.25,,6732-8ea6-4fcd-93bd-9b7fd,0.13
f9a2-ecf4-41a9-b2a8-58ba8,0.09,,777e-8189-401f-871c-93cba,0.13
fd83-bc4c-45f4-9029-fb16d,0.41,,7f18-ca1d-421a-9631-6f696,0.13
0286-1654-4e55-82aa-cf711,0.23,,aa84-a618-4078-b200-28025,0.13
1ddd-e409-44db-b262-1adbe,0.38,,afb1-ef3c-4a90-83f8-8b1d6,0.13
20e9-cd7f-457a-ab5a-f9b6c,0.12,,88e3-4207-47dd-8636-4e859,0.13
38e6-de48-4fbf-ae7c-46e06,0.27,,f557-cb9a-4459-92ca-3044d,0.13
39ab-9210-48a6-80c5-89ad1,0.16,,977e-e4dc-4a0d-ab7a-f7a77,0.13
39f0-088c-41ac-a88e-28d34,0.1,,5da8-1172-41d3-8acb-1d2aa,0.13
4392-7465-4080-96b4-d8b10,0.11,,d596-28bf-487e-b63f-31dc0,0.13
49d2-f687-4806-96d6-53cb6,0.24,,952d-32fd-4767-b61b-2e9e3,0.13
60e4-6ffc-485d-b17c-e8d11,0.19,,91a7-12d9-4714-8638-f366b,0.13
6966-7822-459e-8460-a4df3,0.56,,1950-354f-4a6d-8c49-65570,0.13
87d5-f763-4273-90af-8f7a2,0.23,,74a7-855a-48a7-b849-acf7f,0.13
87ef-977b-4c09-a86a-18acc,0.37,,ec44-38b6-4b2c-a0ef-d1daa,0.13
8930-589d-465b-8502-6624e,0.17,,b2f5-0fd5-4d56-a147-86f98,0.13
a99a-4abe-4374-b2e7-7c31f,0.23,,c538-d587-4730-897d-27199,0.13
c107-b585-474b-aec8-47cf9,0.1,,f526-7155-4b86-ab67-bb1c4,0.13
c39c-7ce3-494e-86d3-bc113,0.18,,e0fa-3e40-41b2-ba03-0ecee,0.13
d030-fb99-444c-a89f-8e17e,0.31,,edaa-8b1f-4b84-bb0f-e9b18,0.13
db6d-f867-455a-a36b-f0a27,0.13,,9eb0-9fca-47e7-807e-bda31,0.13
e67f-6fc2-498f-873d-3c3ec,0.06,,e67e-df38-45b6-a6e3-67751,0.13
eaff-c83c-40c6-ba13-69ae0,0.06,,fb85-b9f6-47e5-916d-3367f,0.13
fcc5-1d4c-43e6-9277-e8895,0.26,,3b23-cc53-4cfc-bbae-14e08,0.13
13d7-4b71-4516-a8db-4f4c6,0.05,,c410-61cd-43aa-a4ea-00ade,0.13
1627-6153-4874-8d89-fbb56,0.16,,cc3e-0f10-4a3d-b933-3de67,0.13
24f3-c97f-4e3f-89b6-c6c1e,0.37,,9381-1687-4e61-aaab-b5d91,0.13
44ca-59d5-48f1-af9c-6ff97,0.43,,66f3-cb90-4d16-94c7-20785,0.13
6a8d-2ffd-4287-a200-56de9,0.15,,ca0f-18ad-4a6a-8239-3a7d0,0.13
6e4a-4288-4032-b622-54b70,0.06,,d3e3-6360-45df-8fd4-99c8d,0.13
7c66-9765-4c39-b721-be078,0.1,,8465-566a-4eed-a540-bb450,0.13
8f7e-6b1c-4335-9363-7e3a6,0.35,,58ac-ac2c-444e-a271-4ac6e,0.13
9470-cf9a-4360-92e3-f1970,0.18,,58ac-ac2c-444e-a271-4ac6e,0.13
94ef-0180-4955-ae5b-21126,0.13,,3a43-f729-461d-991d-02daa,0.13
9927-5903-490a-be8d-cffd2,0.3,,3a43-f729-461d-991d-02daa,0.13
a6a1-c9b4-4e7d-9b17-59f67,0.2,,3086-fa9b-4490-a9e5-0d999,0.13
e34c-b6f2-49f3-97f4-17e99,0.15,,8ddc-e26e-4b83-ad1c-4984f,0.13
0a98-cdae-4258-b325-5799e,0.18,,5214-2bd0-4804-a466-0de5f,0.13
129a-d8b4-4df9-b359-b11e4,0.26,,c77c-d214-4e35-8221-fbd21,0.13
1d4d-df0b-42d8-a6ba-3a936,0.29,,6aa8-c0b3-46f0-8732-5c691,0.13
220a-1aa7-4b9a-9a2b-22e02,0.1,,b555-a598-4b93-adcf-79bbb,0.13
238d-34f5-460e-b785-f7a40,0.22,,3512-960f-44b3-8e3c-ea3fa,0.13
4c60-f12f-4ce8-97d1-02006,0.13,,1dc1-4c32-4f39-9dcd-5f80e,0.13
4ceb-7c75-4d42-8e1e-e9468,0.06,,e43a-ebc1-4fda-9b8b-75b63,0.13
55f3-0eda-4e1e-9d75-fb8a6,0.09,,433c-3745-4186-abbe-749a8,0.13
6f5f-aa5e-4175-8535-9b4f9,0.36,,32c6-9f51-4ed1-ad3e-6264e,0.13
8606-b3a6-4b44-adbb-1fa7e,0.17,,3612-dd59-4a72-9ef4-9fded,0.13
b472-119d-4908-91da-0a25f,0.23,,92d9-79e0-4040-9003-265c9,0.13
b727-89f6-4ff4-966d-af16a,0.1,,34e7-46d0-4c82-b91d-f5931,0.13
c20b-90af-4d61-8ebf-a91ab,0.15,,04b6-8f6c-421f-bf4d-ffcc7,0.13
c49d-0e95-4c89-945e-e939a,0.36,,9018-22f0-43d6-9013-d6ba9,0.13
e7fd-3b4f-4523-9800-94d3b,0.23,,dd9f-edf8-4fa5-ad14-b1b44,0.13
f628-b9fb-414f-8d6a-59e5c,0.87,,975a-4df4-44f0-977c-ec0ca,0.13
04ed-6127-47eb-bc58-0fbfd,0.24,,f207-ba18-4420-90c9-5beb3,0.13
548b-c9ae-420c-9162-d9145,0.32,,3e87-bb0e-41dc-b9b0-ce90a,0.13
67c7-3448-4fd8-a8cb-ead02,0.28,,ed2e-b34c-4d32-b5b5-97f6d,0.13
8069-683b-4b5f-9d15-4245f,0.07,,6874-2537-4301-b291-f3f8d,0.13
94db-7b68-4b11-aee3-98065,0.11,,8cd3-9205-46a6-8b1e-cb1ef,0.13
9c45-8d7c-4e71-9dd8-345ae,0.13,,432f-46b0-4b94-9bb8-4d019,0.13
9d5d-cdd9-4369-b930-3fcf2,0.46,,1ab0-db47-400a-818d-41c68,0.13
a435-9070-47bc-9ae2-40b56,0.15,,7f71-c8ca-4ba2-9c5b-a8b06,0.13
d00c-1b2e-4bb1-8fb5-ba378,0.18,,0aed-91cb-4dae-a40e-66307,0.13
d09c-2ef8-47d8-8b8b-a7062,0.25,,c9ef-eee2-41ab-b737-7347f,0.13
efe6-4786-4795-b7fb-b5a40,0.13,,6f13-90c9-4600-a187-5bced,0.13
f0fc-3a45-4ddf-bc28-a9e2a,0.26,,246a-aa28-4e0a-b3fa-f968b,0.13
2b37-4886-4904-8a89-0d228,0.14,,5aa7-b188-466f-be60-f1263,0.13
3462-31ba-4621-a294-4ba7c,0.19,,0f59-5300-4bab-9844-bd5a0,0.13
4c3e-2d67-4e91-83ea-b1ff5,0.05,,3485-316c-4e1a-bc2b-d861f,0.13
5d3b-7dc1-4d30-887c-8fd1a,0.11,,07f6-7df8-4292-acc8-310d8,0.13
63e2-6264-4145-a37c-06b23,0.13,,93e7-e4db-4ff9-91b5-aada2,0.13
6593-db62-42b3-aadc-6ac25,0.01,,eb41-8ac3-400a-b28c-631eb,0.13
74af-9fe8-4cb2-b0fd-9c53f,0.22,,af23-0539-4cf8-a8ef-164f0,0.13
889f-7866-4fea-8d8f-ed6d2,0.26,,bf2c-6680-42af-bda1-3b5e7,0.13
9990-8c53-44c6-b3e6-7d7df,0.26,,9439-d411-4256-8820-6f0bc,0.13
b118-47fe-4a3b-86b4-9937c,0.15,,6aec-b214-4bfe-a003-671d9,0.13
bc1b-fea8-4165-85be-ec4d1,0.3,,eb6b-1920-46cc-85fe-029cd,0.13
dc74-822a-4be7-a117-13513,0.05,,5f55-4052-42c3-80f3-50064,0.13
ea4e-5fa8-4bf2-8a36-303a4,0.29,,4cc3-495c-4ac1-8512-75f89,0.13
01db-16cd-4368-b424-b52e0,0.01,,aa51-4553-41e8-af3e-4bcc3,0.13
10c3-f501-4f9c-8ace-84494,0.08,,aa1c-e242-4e28-aaa7-29dd6,0.13
4ee6-1f98-47da-9771-4c628,0.16,,a361-82d0-4d1f-b864-47231,0.13
585c-4789-478a-997f-b12ca,0.18,,9c5f-8636-4324-a3d5-ded6b,0.13
5ff1-8820-4163-af31-286f1,0.25,,e538-d4ec-468a-8022-cfc89,0.13
6722-02c3-4669-812e-15e92,0.19,,2593-4ba7-4c05-b926-32e07,0.13
6c4a-999e-40da-857c-72283,0.08,,a8eb-80da-41f7-ad5d-2b4b5,0.13
7260-5d4a-4cab-85ff-5980a,0.23,,da45-84cb-4611-ba2e-43b09,0.13
8200-5b6f-4b51-ae30-a2abd,0.18,,fbdc-eb15-482c-8679-26c03,0.13
a594-db21-4c16-a31c-6144e,0.24,,6bae-1f69-49d3-b1da-1c1e3,0.13
acdb-9eb7-4ef5-b938-d600b,0.14,,b153-2160-4e47-aa68-d682c,0.13
c8e5-4588-4c4d-ae7c-93f5c,0.18,,5053-0e14-4679-805a-da859,0.13
ca66-1f7c-43f5-bf45-6c179,0.21,,10d4-2356-4134-a5a7-a185d,0.13
d6ba-b1ae-43e1-b86f-b9206,0.25,,2f2a-7755-47b5-9137-8a20a,0.13
0a0d-d124-495c-875f-e68d2,0.07,,3dd5-93b9-4c18-90a8-86432,0.13
0f2f-4dce-423c-86a2-35eef,0.23,,f054-4518-4691-a3bf-2ce63,0.13
4983-7546-424c-860d-66a46,0.2,,180f-0f36-4bcc-ae00-3485e,0.13
55bb-5f87-4126-b898-765d6,0.2,,575e-3759-48d6-a3d1-b0213,0.13
759a-bc76-4ffe-9900-6d6bc,0.41,,059e-5ee8-48ca-baa6-25dce,0.13
7661-65c6-447a-9eff-9fcdb,0.3,,f95f-9b8d-4c0e-9c44-c8b8d,0.13
8308-cf47-4be5-a31e-866f7,0.29,,ab01-b0db-4079-a17b-fa078,0.13
8a2b-da90-4b9e-80cd-2d4ad,0.4,,329f-8475-4ffb-a032-a7e90,0.13
9a28-7296-4fbf-a2cc-94d55,0.45,,5427-4dfc-4d5b-acea-a3559,0.13
a0f3-2255-4957-bafa-d34e7,0.26,,5f5f-6e2f-4fbb-84e4-465e9,0.13
a905-9b65-495e-9e7b-2f37a,0.22,,8576-d92b-4e4c-b6c8-77479,0.13
b75c-e594-49cc-a218-474f9,0.32,,f726-eb80-4b47-8e8e-aa246,0.13
d9b0-1631-44b1-8e53-ea757,0.2,,f381-6237-4c38-89a8-a6448,0.13
de52-312c-46bc-8e4d-a5bae,0.32,,d418-dd17-4546-b037-b6125,0.13
f9ab-530c-4219-955d-f119c,0.21,,bc09-65b1-4e06-8bdb-3acb2,0.13
0036-37f7-45e7-b3e1-09fce,0.26,,0767-49e4-4581-976b-781cf,0.13
03af-9c82-4f5c-a965-61e76,0.11,,023b-add2-43b4-813b-70e2f,0.13
0783-3d12-4754-96e2-45259,0.15,,6280-71da-4883-92a4-fb26f,0.13
29d3-6647-4728-b716-30406,0.29,,a59c-2dcc-4c1b-b298-85b92,0.14
2a66-2e0e-4793-b1d0-a7621,0.07,,e4b9-d242-42d2-b2ab-9050d,0.14
2e94-1ba2-40a1-b890-c7431,0.29,,e894-f284-4d81-8b9b-de2c1,0.14
3368-5165-49a4-909c-aa650,0.21,,23c3-8c02-4ead-bd8b-c91e6,0.14
441b-1ed5-49f4-8f7f-7ea2d,0.46,,eaf0-ca07-41b6-8703-252fe,0.14
4d50-9d1d-424c-8d32-cfc2e,0.26,,01f0-0bc1-4af0-b065-fb260,0.14
4d7d-d1f9-48cb-b4de-f3f3a,0.25,,181c-0308-42c8-986c-189a4,0.14
6de6-d3e4-48bb-8588-0eae9,0.29,,c574-8a65-4965-9957-3d2d1,0.14
7722-e131-4265-ba41-d8e74,0.09,,5ebf-a201-4455-a60a-77dcb,0.14
7f6f-87e9-4a19-b8eb-13792,0.13,,c08c-8300-4cc8-9fa7-0f1fc,0.14
99be-06f6-4980-8462-5947d,0.12,,6469-65e0-400d-96c3-59fd7,0.14
9aec-b2ec-476d-a88c-a831d,0.06,,4c36-78a5-453e-993a-6fbda,0.14
a58d-55ae-49fb-90dc-63607,0.21,,0446-b053-42ce-8b30-b5b37,0.14
a8b4-f15e-4085-92f2-a38b4,0.22,,67d2-0007-4499-844e-0671a,0.14
c67b-90a1-4f73-97dd-c3c77,0.14,,f8c5-4d21-4793-be2d-e9ef1,0.14
c73f-e139-4715-8bae-8ea14,0.28,,083c-e50a-4dff-9dcd-3cc16,0.14
cbea-f366-4d53-a42d-856ab,0.24,,6144-e91c-4115-a024-5d3eb,0.14
d46b-ea5e-40bb-8970-96ec6,0.1,,275a-2f95-4794-ae5f-bcbb3,0.14
ea6c-c77e-424e-8389-c0978,0.08,,a7ed-c906-4e84-ac1e-9303d,0.14
01bd-a972-40c0-97c3-597ba,0.1,,dd56-6be4-4a15-aadd-c3693,0.14
06bb-067f-49a6-8c9e-4ce4b,0.07,,d58b-cda2-469e-9715-b113f,0.14
0c1a-6159-40a3-842c-33438,0.09,,006a-a6b0-4793-8b4f-1694f,0.14
48c8-0e6c-4ca7-b915-a3ecf,0.35,,a3f0-3b7d-49b7-8ef7-eec73,0.14
4d01-183c-4b0f-ba01-e5963,0.29,,f0df-db46-42b6-adb3-258f3,0.14
4d53-6068-4dbc-ab9c-81a59,0.46,,8470-3625-4261-9b98-3a105,0.14
5ef0-a4af-419c-bed3-e4e15,0.25,,baf3-8a9e-47f6-b590-3e43c,0.14
9337-86fd-408e-9254-01c09,0.2,,48ae-8367-415c-9e37-61c6b,0.14
b745-1319-40a5-96d1-a0fb9,0.01,,ed5a-8d87-4646-9263-9ebd3,0.14
cdc8-f72e-435c-89fc-67427,0.2,,ed93-4d7a-4802-b16e-c2480,0.14
d417-293e-4cfa-9e64-4e7a6,0.14,,4035-08d0-4be7-969d-7eeea,0.14
2536-1b55-47e2-be0c-7900a,0.36,,2ce9-c324-4ae1-8d60-e65a7,0.14
3621-6ec4-4497-8e5a-45bce,0.12,,e2bd-b5d3-4bb5-aeb9-ed492,0.14
50a4-0de4-4def-bcf8-c71e0,0.23,,88c4-6a8b-4f38-8ca0-e2daa,0.14
68bb-abc3-4b2c-ae95-2980b,0.11,,efa0-2260-4ee6-90c1-58b99,0.14
6a91-5940-42c8-bc94-7c77a,0.25,,78e3-310a-43aa-9b9e-47cbf,0.14
8ed5-468e-4f06-86c8-35391,0.44,,6e19-dae3-4e4f-8d0a-166e6,0.14
9174-1f90-4ef3-9714-48112,0.45,,51fd-ae7a-47cb-975a-2c650,0.14
a50f-d295-4248-b812-74ff7,0.21,,06f7-669d-4bd8-b1e8-d3f4c,0.14
a9c6-e3dd-4a83-8bdc-b6e00,0.26,,d159-8923-4cc9-aa7c-431e5,0.14
b7af-a978-422d-b6a9-24ea5,0.08,,827d-6011-4568-a4bd-fbabf,0.14
bcae-21ab-45d7-801a-e27df,0.07,,98dc-60d4-46e9-83f6-a8d6f,0.14
d031-a7a1-4c1e-b26a-d1c3a,0.29,,d165-46d5-4129-bcd8-95f9c,0.14
d6a0-8a25-41d4-acbc-30d48,0.23,,aa6f-e6cd-45a1-8f09-69a03,0.14
e899-ac80-4cdb-910b-8117e,0.08,,adb0-718b-4edd-82db-5b88d,0.14
fb33-7916-4719-9b8b-9cfbd,0.23,,9239-b33a-4d0f-9902-b7267,0.14
0888-6b8c-49ed-a4bd-6a8a4,0.09,,ed56-ca93-4c0c-838a-930c0,0.14
1120-f18b-4c1e-b63f-4febf,0.29,,cfc9-6eba-4f31-9997-9b61c,0.14
145c-a571-4853-9ddf-73007,0.06,,5e8f-127b-4e83-98c0-b679d,0.14
2a18-5fb8-4d96-9dd3-d1c30,0.32,,5e8f-127b-4e83-98c0-b679d,0.14
2c47-b891-49a0-8002-3d51e,0.21,,207c-bc03-4327-a731-293bd,0.14
2ce4-b0ff-4d38-867e-d9d05,0.44,,207c-bc03-4327-a731-293bd,0.14
36d8-2416-4797-b902-8684e,0.29,,ceba-aa04-45be-a8cd-44775,0.14
36db-4182-46d9-8444-86b82,0.21,,bb2a-fb76-4829-a2dc-da629,0.14
5219-89a2-4cc8-bd44-ee84a,0.15,,6dab-59d3-4400-9210-8c623,0.14
5ded-b91f-4d81-9198-d926f,0.48,,9b1c-79b1-416d-b61f-db9dc,0.14
739f-48b6-45d6-ae5e-54eaa,0.29,,be2b-ed0d-43a2-beb4-77b28,0.14
7fa8-4f69-475b-8b0a-453bb,0.18,,a0f4-5ee1-4695-9f8a-b2526,0.14
88d8-b570-4dbe-a7c5-1d23b,0.21,,8b37-6b29-42e3-bf5c-58585,0.14
8fe8-8448-4e99-90e0-3425e,0.15,,2e5f-8e3a-425c-8b68-ff511,0.14
a308-fd82-4761-9451-85652,0.12,,1be4-717f-4409-bb9b-7c385,0.14
b8ee-bd28-4459-a9b5-9cebd,0.2,,776f-e52d-4fff-9968-a08c7,0.14
e721-1e22-4edb-b0b1-be213,0.39,,3a1f-aa5c-4b7c-a646-d35d3,0.14
efb1-91ed-47a0-9d3c-a2b55,0.29,,a52b-9dff-4e0a-bc04-a49ad,0.14
f01e-b1a2-40df-aa86-c0713,0.24,,5d41-5b71-4b16-b4d0-a7e03,0.14
16ec-dfcb-467a-9d43-1d751,0.12,,221f-f81a-44f8-920d-f1fea,0.14
1f8b-fc0f-4c5c-ac6c-7e16e,0.25,,0c58-4cdf-48f3-bdec-ef108,0.14
3251-9ba3-4517-a831-ef9a8,0.07,,7013-46cf-41ee-b0bb-a564d,0.14
4311-1139-4ba8-8874-3314d,0.08,,8bfc-c5cd-49ae-b880-4909c,0.14
58bf-cb44-47ca-93c8-2f287,0.35,,81d2-20d9-4b93-bad0-eaf05,0.14
6640-08de-44e6-89ba-b868c,0.19,,ea9a-68f0-49c8-b68c-4c3b9,0.14
9789-1d06-4c9a-908c-b4874,0.16,,14c6-3d87-4b5a-ab81-6a090,0.14
9967-1bf3-4d97-baa4-ea7dc,0.13,,d278-1b0d-418a-9ad3-f149a,0.14
c0ad-f60d-4463-ac59-6d7f4,0.17,,086a-f1db-4fc6-bc6e-18c28,0.14
d89d-763c-442b-9b70-d9066,0.13,,3620-ac34-417e-918e-001a3,0.14
daea-ff34-4ce0-936f-b857d,0.3,,087b-c485-4efa-9606-e5fb7,0.14
ec73-4e11-4668-ba99-8d3b2,0.12,,6271-728b-4a44-8633-e8430,0.14
2499-6d08-4c50-9267-b2a3e,0.23,,9047-ebb4-4609-b70e-25727,0.14
3ae1-3540-405c-8046-82e0d,0.27,,08d4-b9ef-4a50-aef6-b384b,0.14
4f6c-7608-4562-8268-d999e,0.12,,7cc5-a824-4e51-818f-9d1a0,0.14
5b80-31fa-4d4b-bb6f-b5ba3,0.25,,7c5e-b82c-4975-b30e-5dc96,0.14
6e01-6bbe-4e5c-8232-f2125,0.12,,afcb-89a0-4ff8-a3f8-e79ad,0.14
7522-f436-43b5-9d0c-409cf,0.23,,ee5a-1b6f-4f2c-a967-ae840,0.14
88c8-4258-4490-92fa-a31d9,0.1,,879d-32c9-4d84-aaad-1c9cf,0.14
a2fc-1868-4dce-86b8-0c4e4,0.21,,958f-ec2f-4919-90bf-90df4,0.14
a789-eac3-4504-87af-2125f,0.16,,b97d-2ad2-4b41-a7c8-85b7e,0.14
b7f5-3b81-4e5b-a48c-6bd5f,0.13,,b974-608a-4154-9bd7-ef29d,0.14
c897-15f2-4c90-bc85-cb007,0.16,,2310-2780-4791-9b54-8fade,0.14
d2ab-0641-4ce8-94fe-a38ad,0.22,,b46f-1628-4aa2-a6a2-ff124,0.14
d566-96c9-4c5e-b71e-7eb1c,0.06,,1644-34c9-491a-b844-e6a6c,0.14
d7b1-d159-4b64-baa8-e24a6,0.15,,0594-35de-4895-b80b-cf9e4,0.14
df02-a906-427f-8b60-a451e,0.24,,299a-9b49-41a7-ac06-6d6a3,0.14
040f-0cae-4510-8bf2-da369,0.16,,a8c6-ba73-436c-97f5-fd3c2,0.14
0998-52a4-4f53-b9f7-accf5,0.21,,6936-6275-4852-8bd3-b8120,0.14
0a13-41fb-4c60-9223-45b75,0.12,,da33-3792-41d2-876f-c7222,0.14
0b48-5455-4847-8cb8-d693a,0.29,,845a-07d1-45d8-a439-08a6b,0.14
182a-36bd-424f-a7cf-15797,0.2,,f454-120f-486c-a640-a6362,0.14
188e-1d58-46cd-bbee-bc36e,0.13,,e781-8449-47a1-a035-735ca,0.14
303c-24ff-4954-93cb-38ce9,0.25,,880f-94b2-43c1-8242-d3ba3,0.14
4025-1582-43fe-b34a-65ecb,0.14,,bc8a-2dd8-4b78-aeb3-01091,0.14
440a-3650-4013-a77f-8785a,0.38,,2fb4-ee57-43a9-823c-f0148,0.14
4503-b203-48f1-b9b9-65d6d,0.18,,9e87-454f-4a41-9ebb-89770,0.14
4832-e4e4-40c7-a12e-ff24d,0.12,,7004-178f-47ee-9ee9-3841d,0.14
5bbe-3670-4c80-a438-9642c,0.31,,6dd8-ea2b-48b2-9373-e7053,0.14
6bc1-f6c9-464c-a1f0-fe633,0.14,,de70-f98b-40d6-9040-08c58,0.14
7ed4-4eb6-42b3-ba8d-c6e83,0.11,,8df3-eceb-48a0-8a70-7fa11,0.14
8e3e-7b07-4598-9d44-3b65a,0.14,,b596-0426-45de-bef0-8cacd,0.14
9d41-58d5-4fe6-865f-60a03,0.28,,c77a-2fa9-48e0-a36c-f92ce,0.14
a205-1b2f-43cb-a9f5-a41b0,0.27,,dca6-85fd-47d3-8fd3-a3d86,0.14
beaf-16f1-4467-a8f2-375b2,0.39,,dca6-85fd-47d3-8fd3-a3d86,0.14
c9fe-aa20-4801-969a-19d28,0.38,,ae5b-ae50-4e9d-aa93-8ac86,0.14
e4cd-9954-4043-ba6d-6e52a,0.23,,ae5b-ae50-4e9d-aa93-8ac86,0.14
e56b-c2ed-4e87-8b7f-7c9d8,0.18,,ace2-9426-4c9a-930a-d6ea3,0.14
e6a0-f68a-4486-a18d-de236,0.16,,dd73-2b4d-4294-a72c-b21f8,0.14
149d-dfd8-4d00-a51f-99b31,0.22,,e7dc-e86f-49f4-badb-40f15,0.14
2737-2719-45a1-89f2-873ce,0.13,,1d3c-3d03-463e-917e-2f882,0.14
473e-3af6-4179-af5f-584c2,0.09,,bc4b-a17f-43c1-803c-7f47c,0.14
51bc-2540-4cc9-9b6a-b059f,0.28,,9bf8-ac4c-44df-bd29-0fdd7,0.14
6b51-c8e1-49f0-9598-9eddf,0.13,,3a07-6022-479c-918e-f4c18,0.14
6c1d-6920-4903-888c-da50b,0.2,,2c65-ce8c-48b9-9628-75b21,0.14
8bcc-3af4-475a-9be7-a62ac,0.32,,c682-f03a-49df-926a-e1fbe,0.14
a2bd-99d3-4572-a577-c452e,0.18,,cd86-0a11-4617-a17d-7580b,0.14
ad0f-e2d3-4574-9a71-85373,0.16,,90d3-b083-4019-bbd0-f38cd,0.14
d70a-2ec1-4ec8-bca6-48bd0,0.14,,c6a2-f601-4658-96d7-2ccf2,0.14
d8b7-e5fb-4c7f-a871-ece1f,0.11,,607c-5e1c-41c4-86be-042ab,0.14
08b3-d2a3-4e75-b974-14784,0.12,,3004-2472-4a7c-b731-c551a,0.14
50c9-6711-454e-9189-e8f82,0.21,,d576-aea6-42d6-89cd-3609a,0.14
